breed,description,temperament_values,temperament,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group_values,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
Gordon Setter,"Gordons are the largest and most substantial of the setters—a big male might stand 27 inches at the shoulder and weigh 80 pounds. The stunning coat is a glistening black, with tan markings and long hair on the ears, belly, legs, chest, and tail. Tan spots above the bright brown eyes point up a wise and willing expression. Like other Scots breeds, from the compact Scottish Terrier to the majestic Scottish Deerhound, Gordons were built to withstand their homeland’s tough terrain and foul weather. The Gordon Setter, the black avenger of the Highlands, is a substantial bird dog named for a Scottish aristocrat. Athletic and outdoorsy, Gordons are bold, confident, and resolute in the field, and sweetly affectionate by the fireside.",1,courageous,58.42,68.58,20.41165665,36.2873896,12,13,7,sporting group,0.4,weekly,0.6,seasonal,1,needs lots of activity,0.4,independent,0.4,reserved with strangers
Great Dane,"As tall as 32 inches at the shoulder, Danes tower over most other dogs—and when standing on their hind legs, they are taller than most people. These powerful giants are the picture of elegance and balance, with the smooth and easy stride of born noblemen. The coat comes in different colors and patterns, perhaps the best-known being the black-and-white patchwork pattern known as “harlequin.”Despite their sweet nature, Danes are alert home guardians. Just the sight of these gentle giants is usually enough to make intruders think twice. But those foolish enough to mistake the breed’s friendliness for softness will meet a powerful foe of true courage and spirit. Patient with kids, Danes are people pleasers who make friends easily. The easygoing Great Dane, the mighty “Apollo of Dogs,” is a total joy to live with—but owning a dog of such imposing size, weight, and strength is a commitment not to be entered into lightly. This breed is indeed great, but not a Dane.",5,lively,71.12,81.28,49.8951607,79.37866475,7,10,2,working group,0.2,occasional,0.6,seasonal,0.8,energetic,0.6,agreeable,0.6,responsive
Great Dane,"As tall as 32 inches at the shoulder, Danes tower over most other dogs—and when standing on their hind legs, they are taller than most people. These powerful giants are the picture of elegance and balance, with the smooth and easy stride of born noblemen. The coat comes in different colors and patterns, perhaps the best-known being the black-and-white patchwork pattern known as “harlequin.”Despite their sweet nature, Danes are alert home guardians. Just the sight of these gentle giants is usually enough to make intruders think twice. But those foolish enough to mistake the breed’s friendliness for softness will meet a powerful foe of true courage and spirit. Patient with kids, Danes are people pleasers who make friends easily. The easygoing Great Dane, the mighty “Apollo of Dogs,” is a total joy to live with—but owning a dog of such imposing size, weight, and strength is a commitment not to be entered into lightly. This breed is indeed great, but not a Dane.",3,gentle,71.12,81.28,49.8951607,79.37866475,7,10,2,working group,0.2,occasional,0.6,seasonal,0.8,energetic,0.6,agreeable,0.6,responsive
Greyhound,"Greyhounds are the essence of the dog breeder’s credo “Form follows function.” From the narrow, aerodynamic skull to the shock-absorbing pads of the feet, Greyhounds are perfectly constructed for high-speed pursuit. The lean beauty of the Greyhound’s “inverted S” shape, created by the deep chest curving gently into a tightly tucked waist, has been an object of fascination for artists, poets, and kings for as long as human beings have called themselves civilized. Greyhounds are the template from which other coursing hounds have been struck. The champion sprinter of dogdom, the Greyhound dog breed is a gentle, noble, and sweet-tempered companion with an independent spirit. For thousands of years these graceful hounds have been an object of fascination for artists, poets, and kings.",3,gentle,68.58,76.2,27.2155422,31.7514659,10,13,1,hound group,0.2,occasional,0.4,occasional,0.8,energetic,0.4,independent,0.8,friendly
Hokkaido,"The Hokkaido is a medium-sized, strongly-built dog. They have longer, thicker coats than the other Japanese breeds, and also have wider chests and smaller ears. Like all the Nihon Ken, they have a double coat made up of protective, coarse outer guard hairs, and a fine, thick undercoat that is shed seasonally. The breed comes in several colors: white, red, black, brindle, sesame, and wolf grey. With early training, the Hokkaido is a very loyal and dedicated companion who wants to please his human family. They are incredibly intelligent thinkers and problem solvers, and they excel at tasks given to them. If not socialized properly, however, Hokkaido can become wary of strangers and protective of their families. The breed is extremely rare outside its native country. In Japan, there is an estimated population of around 10,000-12,000, and yearly registrations of between 900-1000. The Hokkaido is a dog of noteworthy endurance and dignity. His temperament is faithful, docile, very alert, and bold. He also shows accurate judgement and great stamina.",0,loyal,45.72,50.8,19.95806428,29.93709642,12,15,3,miscellaneous class,0.4,weekly,0.6,seasonal,0.8,energetic,0.8,easy training,0.6,responsive
Hovawart,"Physically, Hovawarts are large, heavy-boned dogs that have been bred to be intelligent guardians of livestock and the home. They come in three colors: blonde, black and tan, and black. They are alert, faithful, trustworthy, extremely intelligent, fun-loving, and stubborn. A Hovawart likes to have a job to do, or he will use his creative nature to find one. They take approximately two years to mature. Currently, Hovawarts in North America are participating in search and rescue organizations, therapy dog activities, obedience trials, agility trials, flyball and service dog training. Owning a Hovawart can be quite a challenge, and they require significant time and attention from their owners, so they are not recommended for first-time dog owners. However, for an owner who is willing to expend the effort to teach their dog appropriate behaviors in different situations, the reward is a faithful companion. The Hovawart is a family dog. It develops a strong bond to its “pack” and must be a part of the family life; it needs to bond closely with the owner/family.  If it has been well integrated into the family, it does not mind spending the occasional hour in a kennel. Club Contact DetailsClub: Hovawart Club of North AmericaEmail: info@hovawartclub.org The Hovawart is a medium-temperament working dog with versatile usage and has a very good nose. He is kind, has an even disposition and protective instinct, is self-confident and has the ability to take stress. His balanced body proportions and special devotion to his family make him an outstanding companion, watch, guard, tracking and rescue-dog.",4,smart,58.42,71.12,29.48350405,40.8233133,10,14,3,miscellaneous class,0.2,occasional,0.6,seasonal,0.6,regular exercise,0.2,stubborn,0.4,reserved with strangers
Hovawart,"Physically, Hovawarts are large, heavy-boned dogs that have been bred to be intelligent guardians of livestock and the home. They come in three colors: blonde, black and tan, and black. They are alert, faithful, trustworthy, extremely intelligent, fun-loving, and stubborn. A Hovawart likes to have a job to do, or he will use his creative nature to find one. They take approximately two years to mature. Currently, Hovawarts in North America are participating in search and rescue organizations, therapy dog activities, obedience trials, agility trials, flyball and service dog training. Owning a Hovawart can be quite a challenge, and they require significant time and attention from their owners, so they are not recommended for first-time dog owners. However, for an owner who is willing to expend the effort to teach their dog appropriate behaviors in different situations, the reward is a faithful companion. The Hovawart is a family dog. It develops a strong bond to its “pack” and must be a part of the family life; it needs to bond closely with the owner/family.  If it has been well integrated into the family, it does not mind spending the occasional hour in a kennel. Club Contact DetailsClub: Hovawart Club of North AmericaEmail: info@hovawartclub.org The Hovawart is a medium-temperament working dog with versatile usage and has a very good nose. He is kind, has an even disposition and protective instinct, is self-confident and has the ability to take stress. His balanced body proportions and special devotion to his family make him an outstanding companion, watch, guard, tracking and rescue-dog.",0,loyal,58.42,71.12,29.48350405,40.8233133,10,14,3,miscellaneous class,0.2,occasional,0.6,seasonal,0.6,regular exercise,0.2,stubborn,0.4,reserved with strangers
Irish Terrier,"Irish Terriers are the prototype of a long-legged terrier. Standing about 18 inches at the shoulder, they’re sturdy but lithe and graceful. Every line of the body is eye-catching, and the overall picture is beautifully balanced. The tight red coat is as fiery as the breed’s temperament. ITs are a dog lover’s delight: If your heart doesn’t go pitty-pat at the sight of this Technicolor terrier framed against the vivid greens of the Irish countryside, forget dogs and buy a goldfish. The Irish Terrier, “Daredevil” of the Emerald Isle, is a bold, dashing, and courageous terrier of medium size. Known for his fiery red coat and a temperament to match, the Irish Terrier is stouthearted at work and tenderhearted at home.",1,courageous,45.72,45.72,11.33980925,12.24699399,13,15,6,terrier group,0.2,occasional,0.4,occasional,0.6,regular exercise,0.6,agreeable,0.6,responsive
Irish Terrier,"Irish Terriers are the prototype of a long-legged terrier. Standing about 18 inches at the shoulder, they’re sturdy but lithe and graceful. Every line of the body is eye-catching, and the overall picture is beautifully balanced. The tight red coat is as fiery as the breed’s temperament. ITs are a dog lover’s delight: If your heart doesn’t go pitty-pat at the sight of this Technicolor terrier framed against the vivid greens of the Irish countryside, forget dogs and buy a goldfish. The Irish Terrier, “Daredevil” of the Emerald Isle, is a bold, dashing, and courageous terrier of medium size. Known for his fiery red coat and a temperament to match, the Irish Terrier is stouthearted at work and tenderhearted at home.",3,gentle,45.72,45.72,11.33980925,12.24699399,13,15,6,terrier group,0.2,occasional,0.4,occasional,0.6,regular exercise,0.6,agreeable,0.6,responsive
Irish Wolfhound,"The amiable Irish Wolfhound is an immense, muscular hound gracefully built along classic Greyhound lines, capable of great speed at the gallop. A male might stand nearly 3 feet at the shoulder and weigh up to 180 pounds. Females will run smaller but are still a whole lot of hound. The rough, hard coat comes in many colors, including white, gray, brindle, red, black, and fawn.IWs are too serene to be fierce guard dogs, but just the sight of them is enough to deter intruders. IWs are characteristically patient with kids, though animals their size should be supervised around small children. Owning an Irish Wolfhound is a unique, rewarding experience—but acquiring a giant galloping hound is a commitment as big as the dog itself. The calm, dignified, and kindly Irish Wolfhound is the tallest of all AKC breeds. Once fearless big-game hunters capable of dispatching a wolf in single combat, Wolfhounds today are the most serene and agreeable of companions.",1,courageous,76.2,81.28,47.62719885,54.4310844,6,8,1,hound group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.4,independent,0.6,responsive
Italian Greyhound,"IGs are Greyhounds in miniature—more slender, but a Greyhound’s equal in grace and elegance. Standing ideally 13 to 15 inches at the shoulder, they present the sleek, curving lines common to all coursing hounds. Distinguishing features are the long, fine-boned legs.IGs combine the attentiveness of lapdogs with the complexity of ancient, aristocratic hounds. Bred for centuries to be doting companions and jesters, these high-stepping charmers refuse to be ignored. “On the whole,” writes an IG expert, “the breed would much rather be in your lap or bed than on the floor.” They are, though, true sighthounds and will bolt after quick-moving prey at the drop of a cat. A short-coat, low-fat breed, IGs require extra care in cold weather A true Greyhound in miniature, the elegant Italian Greyhound is an alert, playful, and highly affectionate toy companion. IGs make decorative couch dogs, but at heart they are flash-and-dash coursing hounds with an instinct for pursuit.",5,lively,33.02,38.1,3.17514659,6.35029318,14,15,0,toy group,0.2,occasional,0.6,seasonal,0.6,regular exercise,0.4,independent,0.2,wary
Japanese Chin,"Chin are the unrivaled noblemen of Japanese breeds. They’re tiny “indoorsy” companions, with an unmistakably Eastern look and bearing. The head is large, the muzzle short, and the round, dark eyes convey, as Chin fans like to say, a “look of astonishment.” The profuse mane around the neck and shoulders, the plumed tail arching over the back, and the pants or “culottes” on the hind legs project the elegant, exotic appearance so typical of Asia’s royal line of laptop cuddle bugs. The Japanese Chin is a charming toy companion of silky, profuse coat and an unmistakably aristocratic bearing. Often described as a distinctly “feline” breed, this bright and amusing lapdog is fastidious, graceful, and generally quiet.",2,charming,20.32,27.94,3.17514659,4.98951607,10,12,0,toy group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.4,independent,0.4,reserved with strangers
Japanese Spitz,"The Japanese Spitz, as a companion breed, enjoy the company of their families and truly are little comedians. They love to please their family and are thus eager to learn; they always have a smile on their face. Distinctive features include their pure white coat that has a mane-like feature about their neck. Also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. A pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. The Japanese Spitz are little comedians who want to make you happy and laugh. They are very loyal and smart and make wonderful companions. Game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. They love their humans and just enjoy being with them.",0,loyal,30.48,38.1,4.5359237,11.33980925,12,14,3,miscellaneous class,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
Japanese Spitz,"The Japanese Spitz, as a companion breed, enjoy the company of their families and truly are little comedians. They love to please their family and are thus eager to learn; they always have a smile on their face. Distinctive features include their pure white coat that has a mane-like feature about their neck. Also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. A pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. The Japanese Spitz are little comedians who want to make you happy and laugh. They are very loyal and smart and make wonderful companions. Game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. They love their humans and just enjoy being with them.",5,lively,30.48,38.1,4.5359237,11.33980925,12,14,3,miscellaneous class,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
Japanese Spitz,"The Japanese Spitz, as a companion breed, enjoy the company of their families and truly are little comedians. They love to please their family and are thus eager to learn; they always have a smile on their face. Distinctive features include their pure white coat that has a mane-like feature about their neck. Also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. A pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. The Japanese Spitz are little comedians who want to make you happy and laugh. They are very loyal and smart and make wonderful companions. Game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. They love their humans and just enjoy being with them.",4,smart,30.48,38.1,4.5359237,11.33980925,12,14,3,miscellaneous class,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
Labrador Retriever,"The sturdy, well-balanced Labrador Retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. The dense, hard coat comes in yellow, black, and a luscious chocolate. The head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.Labs are famously friendly. They are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. But don’t mistake his easygoing personality for low energy: The Lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. The sweet-faced, lovable Labrador Retriever is America’s most popular dog breed. Labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.",5,lively,54.61,62.23,24.94758035,36.2873896,10,12,7,sporting group,0.4,weekly,0.8,regularly,1,needs lots of activity,1,eager to please,1,outgoing
Lakeland Terrier,"Square and sturdy Lakelands, standing less than 15 inches at the shoulder and weighing about 17 pounds, are small dogs. But don’t tell them that. With their cock-of-the-walk swagger, Lakelands personify the old dog-lover’s cliché “a big dog in a small package.” They come in several colors; some have a sporty saddle mark on the back.With folded V-shaped ears, straight front, rectangular head, and a mischievous twinkle in their eye, Lakelands are the blueprint of a long-legged British terrier. A bold, zesty “big dog in a small package,” the Lakeland Terrier, named for the Lake District of his native England, was once a farmer’s dog bred to work in packs on sheep-stealing foxes. The Lakeland's coat is hard, wiry, and low-shedding.",5,lively,35.56,38.1,7.71107029,7.71107029,12,15,6,terrier group,0.4,weekly,0.2,infrequent,0.6,regular exercise,0.6,agreeable,0.6,responsive
Lakeland Terrier,"Square and sturdy Lakelands, standing less than 15 inches at the shoulder and weighing about 17 pounds, are small dogs. But don’t tell them that. With their cock-of-the-walk swagger, Lakelands personify the old dog-lover’s cliché “a big dog in a small package.” They come in several colors; some have a sporty saddle mark on the back.With folded V-shaped ears, straight front, rectangular head, and a mischievous twinkle in their eye, Lakelands are the blueprint of a long-legged British terrier. A bold, zesty “big dog in a small package,” the Lakeland Terrier, named for the Lake District of his native England, was once a farmer’s dog bred to work in packs on sheep-stealing foxes. The Lakeland's coat is hard, wiry, and low-shedding.",1,courageous,35.56,38.1,7.71107029,7.71107029,12,15,6,terrier group,0.4,weekly,0.2,infrequent,0.6,regular exercise,0.6,agreeable,0.6,responsive
Lapponian Herder,"The Lapponian Herder is an independent, fun breed. They are very intelligent and generally eager to please. As a high-energy herding breed, they excel in many other dog sports besides herding, such as companion events. Its love of hard work makes it a wonderful breed in any event that is competitive and fun. Early socialization is important because of their herding mentality and they thrive when they have a job to do. Though eager to please, the Lapponian Herder is very vocal and often barks while working. Breed ContactName: Heidi ChristensonAddress: 519 NW 209th Street, Ridgefield, WA 98642Email: girln2pooches@yahoo.comPhone: 360-609-2942 The Lapponian Herder is a medium-sized dog with a medium coat, making them easy to maintain and perfect for any experienced dog owner. They are a wonderful, rounded, diversified dog breed ready to problem solve any task given to them. They can fit into most living environments as long as they are given jobs to do. This breed comes in many colors including grey-brown, black often with lighter undercoats, and white or tan markings. They are aloof with strangers but love their people.",5,lively,45.72,50.8,31.7514659,31.7514659,10,14,3,miscellaneous class,0.4,weekly,0.6,seasonal,0.6,regular exercise,1,eager to please,0.4,reserved with strangers
Lapponian Herder,"The Lapponian Herder is an independent, fun breed. They are very intelligent and generally eager to please. As a high-energy herding breed, they excel in many other dog sports besides herding, such as companion events. Its love of hard work makes it a wonderful breed in any event that is competitive and fun. Early socialization is important because of their herding mentality and they thrive when they have a job to do. Though eager to please, the Lapponian Herder is very vocal and often barks while working. Breed ContactName: Heidi ChristensonAddress: 519 NW 209th Street, Ridgefield, WA 98642Email: girln2pooches@yahoo.comPhone: 360-609-2942 The Lapponian Herder is a medium-sized dog with a medium coat, making them easy to maintain and perfect for any experienced dog owner. They are a wonderful, rounded, diversified dog breed ready to problem solve any task given to them. They can fit into most living environments as long as they are given jobs to do. This breed comes in many colors including grey-brown, black often with lighter undercoats, and white or tan markings. They are aloof with strangers but love their people.",4,smart,45.72,50.8,31.7514659,31.7514659,10,14,3,miscellaneous class,0.4,weekly,0.6,seasonal,0.6,regular exercise,1,eager to please,0.4,reserved with strangers
Leonberger,"A huge and powerful dog, yes, but the Leonberger is also known for his aristocratic grace and elegance. A male can stand over 31 inches at the shoulder and weigh as much as a full-grown human. Females run smaller but are still a whole lot of dog. Breed hallmarks include a medium-long waterproof coat, lush triangular ears, a bushy tail, and a black facemask that frames kindly dark-brown eyes. A dramatic feature of the male’s coat is the lion-like mane around the neck and chest. A well-built Leo moves with an easy, elastic gait. A Leo is friendly but nobody’s fool. As watchdogs and all-around workers, they exhibit intelligence and sound judgment. Leos require lots of brushing, ample room for romping, and unlimited love. The Leonberger is a lush-coated giant of German origin. They have a gentle nature and serene patience and they relish the companionship of the whole family.",5,lively,64.77,80.01,40.8233133,77.1107029,9,9,2,working group,0.8,daily,0.8,regularly,0.6,regular exercise,1,eager to please,0.8,friendly
Leonberger,"A huge and powerful dog, yes, but the Leonberger is also known for his aristocratic grace and elegance. A male can stand over 31 inches at the shoulder and weigh as much as a full-grown human. Females run smaller but are still a whole lot of dog. Breed hallmarks include a medium-long waterproof coat, lush triangular ears, a bushy tail, and a black facemask that frames kindly dark-brown eyes. A dramatic feature of the male’s coat is the lion-like mane around the neck and chest. A well-built Leo moves with an easy, elastic gait. A Leo is friendly but nobody’s fool. As watchdogs and all-around workers, they exhibit intelligence and sound judgment. Leos require lots of brushing, ample room for romping, and unlimited love. The Leonberger is a lush-coated giant of German origin. They have a gentle nature and serene patience and they relish the companionship of the whole family.",3,gentle,64.77,80.01,40.8233133,77.1107029,9,9,2,working group,0.8,daily,0.8,regularly,0.6,regular exercise,1,eager to please,0.8,friendly
Lhasa Apso,"Standing less than a foot high at the shoulder, Lhasas are small but hardy dogs of aristocratic bearing. They’re famous for a floor-length, flat-hanging coat, parted in the middle and draping each side of the body. A feathery tail curls over the back in the distinct manner of Tibetan breeds. The breed’s fans say the dark, oval-shaped eyes—peeping through lavish facial hair—are the windows of a Lhasa’s merry soul. The complete picture is unmistakably Asian: exotic, elegant, and serenely well balanced. The lavishly coated Lhasa Apso is a thousand-year-old breed who served as sentinels at palaces and monasteries isolated high in the Himalayas. Smart, confident, and complex, Lhasas are family comedians but regally aloof with strangers.",4,smart,25.4,27.94,5.44310844,8.16466266,12,15,4,non-sporting group,0.6,2-3 times a week,0.2,infrequent,0.6,regular exercise,0.4,independent,0.4,reserved with strangers
Maltese,"Maltese are affectionate toy dogs weighing less than seven pounds, covered by a long, straight, silky coat. Beneath the all-white mantle is a compact body moving with a smooth and effortless gait. The overall picture depicts free-flowing elegance and balance. The irresistible Maltese face—with its big, dark eyes and black gumdrop nose—can conquer the most jaded sensibility.Despite their aristocratic bearing, Maltese are hardy and adaptable pets. They make alert watchdogs who are fearless in a charming toy-dog way, and they are game little athletes on the agility course. Maltese are low-shedding, long-lived, and happy to make new friends of all ages. Sometimes stubborn and willful, they respond well to rewards-based training. The tiny Maltese, “Ye Ancient Dogge of Malta,” has been sitting in the lap of luxury since the Bible was a work in progress. Famous for their show-stopping, floor-length coat, Maltese are playful, charming, and adaptable toy companions.",3,gentle,17.78,22.86,3.17514659,3.17514659,12,15,0,toy group,0.8,daily,0.2,infrequent,0.6,regular exercise,0.6,agreeable,1,outgoing
Maltese,"Maltese are affectionate toy dogs weighing less than seven pounds, covered by a long, straight, silky coat. Beneath the all-white mantle is a compact body moving with a smooth and effortless gait. The overall picture depicts free-flowing elegance and balance. The irresistible Maltese face—with its big, dark eyes and black gumdrop nose—can conquer the most jaded sensibility.Despite their aristocratic bearing, Maltese are hardy and adaptable pets. They make alert watchdogs who are fearless in a charming toy-dog way, and they are game little athletes on the agility course. Maltese are low-shedding, long-lived, and happy to make new friends of all ages. Sometimes stubborn and willful, they respond well to rewards-based training. The tiny Maltese, “Ye Ancient Dogge of Malta,” has been sitting in the lap of luxury since the Bible was a work in progress. Famous for their show-stopping, floor-length coat, Maltese are playful, charming, and adaptable toy companions.",5,lively,17.78,22.86,3.17514659,3.17514659,12,15,0,toy group,0.8,daily,0.2,infrequent,0.6,regular exercise,0.6,agreeable,1,outgoing
Maltese,"Maltese are affectionate toy dogs weighing less than seven pounds, covered by a long, straight, silky coat. Beneath the all-white mantle is a compact body moving with a smooth and effortless gait. The overall picture depicts free-flowing elegance and balance. The irresistible Maltese face—with its big, dark eyes and black gumdrop nose—can conquer the most jaded sensibility.Despite their aristocratic bearing, Maltese are hardy and adaptable pets. They make alert watchdogs who are fearless in a charming toy-dog way, and they are game little athletes on the agility course. Maltese are low-shedding, long-lived, and happy to make new friends of all ages. Sometimes stubborn and willful, they respond well to rewards-based training. The tiny Maltese, “Ye Ancient Dogge of Malta,” has been sitting in the lap of luxury since the Bible was a work in progress. Famous for their show-stopping, floor-length coat, Maltese are playful, charming, and adaptable toy companions.",2,charming,17.78,22.86,3.17514659,3.17514659,12,15,0,toy group,0.8,daily,0.2,infrequent,0.6,regular exercise,0.6,agreeable,1,outgoing
Manchester Terrier (Standard),"All Manchesters are similar in temperament, body type and athletic ability despite differences in size. They’re easily recognized by a tight coat of rich mahogany tan and jet black. The head is long and wedge-shaped; tan spots above each eye point up a watchful expression. Manchesters can motor, running with good reach in front and propulsive rear drive powered by a muscular caboose. The Manchester Terrier is named after the English city where much of the breed’s early development took place. Sleek, racy dogs who possess a terrier’s ratting instinct and the graceful contours of coursing hounds, Manchesters are spirited, bright, and athletic. They combine the streamlined grace of a coursing hound and the instincts of a fearless rat terrier. These racy dogs come in two size varieties:  Standard (not exceeding 22 pounds) and Toy (not exceeding 12 pounds).",4,smart,38.1,40.64,5.44310844,9.97903214,15,17,6,terrier group,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.6,responsive
Manchester Terrier (Toy),"Manchesters combine the streamlined grace of a small coursing hound and the instincts of a fearless rat terrier. These racy little dogs come in two size varieties: Toy (not exceeding 12 pounds) and Standard (not exceeding 22 pounds). All Manchesters are similar in temperament, body type and athletic ability despite differences in size. They’re easily recognized by a tight coat of rich mahogany tan and jet black. The head is long and wedge-shaped; tan spots above each eye point up a watchful expression. Manchesters can motor, running with good reach in front and propulsive rear drive powered by a muscular caboose. The Manchester Terrier is named after the English city where much of the breed’s early development took place. Sleek, racy dogs who possess a terrier’s ratting instinct and the graceful contours of coursing hounds, Manchesters are spirited, bright, and athletic. They combine the streamlined grace of a coursing hound and the instincts of a fearless Rat Terrier. These racy dogs come in two size varieties:  Toy (not exceeding 12 pounds) and Standard (not exceeding 22 pounds).",4,smart,25.4,30.48,5.44310844,5.44310844,15,17,0,toy group,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.6,responsive
Mastiff,"For the uninitiated, a face-to-face encounter with these black-masked giants can be startling. A male stands at least 30 inches at the shoulder and can outweigh many a full-grown man. The rectangular body is deep and thickly muscled, covered by a short double coat of fawn, apricot, or brindle stripes. The head is broad and massive, and a wrinkled forehead accentuates an alert, kindly expression. Mastiffs are patient, lovable companions and guardians who take best to gentle training. Eternally loyal Mastiffs are protective of family, and a natural wariness of strangers makes early training and socialization essential. Mastiffs are magnificent pets, but acquiring a powerful giant-breed dog is commitment not to be taken lightly. The colossal Mastiff belongs to a canine clan as ancient as civilization itself. A massive, heavy-boned dog of courage and prodigious strength, the Mastiff is docile and dignified but also a formidable protector of those they hold dear.",1,courageous,69.85,76.2,54.4310844,104.3262451,6,10,2,working group,0.2,occasional,0.4,occasional,0.6,regular exercise,0.6,agreeable,0.6,responsive
Miniature American Shepherd,"The Miniature American Shepherd shares many physical traits with its forebear the Australian Shepherd—only on a smaller scale. Females stand between 13 and 17 inches at the shoulder; males range from 14 to 18 inches. Despite their size, Minis are every inch a true herding dog: energetic, versatile, rugged, and extremely bright. The eye-catching coat comes in black, blue merle, red, and red merle. (The merle will exhibit in any amount marbling, flecks, or blotches.) Minis move with the smooth and agile step of a dog built for hard work on punishing terrain. The Miniature American Shepherd resembles a small Australian Shepherd. True herders in spite of their compact size, Minis are bright, self-motivated workers and endearingly loyal and lively companion dogs who have an affinity for horses.",4,smart,33.02,45.72,9.0718474,18.1436948,12,13,5,herding group,0.8,daily,1,frequent,0.8,energetic,1,eager to please,0.8,friendly
Miniature American Shepherd,"The Miniature American Shepherd shares many physical traits with its forebear the Australian Shepherd—only on a smaller scale. Females stand between 13 and 17 inches at the shoulder; males range from 14 to 18 inches. Despite their size, Minis are every inch a true herding dog: energetic, versatile, rugged, and extremely bright. The eye-catching coat comes in black, blue merle, red, and red merle. (The merle will exhibit in any amount marbling, flecks, or blotches.) Minis move with the smooth and agile step of a dog built for hard work on punishing terrain. The Miniature American Shepherd resembles a small Australian Shepherd. True herders in spite of their compact size, Minis are bright, self-motivated workers and endearingly loyal and lively companion dogs who have an affinity for horses.",0,loyal,33.02,45.72,9.0718474,18.1436948,12,13,5,herding group,0.8,daily,1,frequent,0.8,energetic,1,eager to please,0.8,friendly
Miniature Bull Terrier,"In nearly every way the Mini is a Bull Terrier, only smaller. In fact, before 1991 the AKC classified the two Bullys as varieties of the same breed. Minis stand between 10 and 14 inches at the shoulder. They’re square, muscular, and, for their size, quite strong. Their trademark is a large egg-shaped head, with its dark, triangular eyes that twinkle with mischief. It’s impossible to mistake the Bull Terrier breeds for any other. The coat can be pure white, or white with predominate colored markings. In most every way the Miniature Bull Terrier is a Bull Terrier, only smaller. These upbeat, mischievous dogs come equipped with terrier fire and fearlessness. If ever a dog could claim the title “Clown Prince of Dogdom,” it’s the Mini.",5,lively,25.4,35.56,8.16466266,12.70058636,11,13,6,terrier group,0.2,occasional,0.4,occasional,0.8,energetic,0.4,independent,0.6,responsive
Miniature Pinscher,"Min Pins are sturdy, compact dogs standing no more than 12.5 inches at the shoulder. The smooth, shiny coat comes in two shades of solid red, or chocolate-and-rust or black-and-rust. The dark, slightly oval eyes and high-set ears help bring out a self-possessed, “big dog” personality. A distinguishing characteristic is the Min Pin’s high-stepping “hackney” gait, reminiscent of a hackney horse at the trot. The leggy Miniature Pinscher is known to fans as the “King of Toys.” This proud, fearless, fun-loving toy breed of lustrous coat and a compact, wedge-shaped physique is a true personality dog, known for a high-stepping “hackney” gait.",1,courageous,25.4,31.75,3.62873896,4.5359237,12,16,0,toy group,0.2,occasional,0.2,infrequent,0.6,regular exercise,0.4,independent,0.6,responsive
